timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,is_labeled_suspicious,attack_type
2026-07-27 16:43:30,135.125.19.79,199.128.18.139,64462,8332,3439b28996713a3ee3aa641e1ce1cdea71cbd0002036417b3cbd898b222d7df7,1AfirqLD5LdxiSOKZOZ0cH51b9bIMVx0MZ,3YdaFhvMTA9tKg2VQlnxClnooYxGzpv9M5|bc1qT2qQJKOEcho3LOFnj4iSDzjobOUPzLQqcTNLsw|bc1q1QWOhLJl1AcQh57midoExePw9ApuZjnQftWJla|bc1qvE3ZQjRBQ50uXeJY7YQQgEb256FOiCFPZz5Zza|bc1qBzCCm6KIgMzYjceSdwXBEp9IYsIROXY11bfdKy|3b2JJKNYjjuZBfgORfGiTFn9iuYu8cKvIY|1z7YBYKpszC7nTnS4abuwuAUwiMBrU8WGl|1b5rK8qgekzHR6dER0ldxGEYkNgzNMJSuV|bc1qOmTRavmYfkHVYLX9Oug63cMXomdyD3E0mDHbzw|3GfHxB8cloN0R6KLayVb1lkifpXCyMIcT9,14.48564368,0.92447719|2.52038158|1.56421789|1.38308854|0.75708452|0.08484863|0.52520133|0.68736111|1.04335037|4.99435881,0.00127371,P2WPKH,MT,True,FanOut_Dispersal
2026-07-27 17:01:22,222.206.244.44,155.102.41.5,8333,18332,974a264ff78965b6fa43daaf5bcc1365b7ed3cc60093aeca94feb6fc5e870552,3CoinbaseCold123,1Wpp2GKaswfdZIzhbaOBUYvG63vWn8uk9D,306.11158229,306.11136901,0.00021328,P2WPKH,HU,False,Whitelisted_Institutional
2026-07-27 17:17:50,199.198.101.51,63.215.216.106,64985,8332,ff39a0460c37924d3d6f57747e41a5cb8ce6aecc1a09936f5e1dd57f228926a5,bc1qGbswGtYkmrDAbrd3QTIR23V5p0S7eRCEhcvwP4,3vEw60NLIlIFdUgixENthR2ok5Z7qFCtRB|1U9cEwekmcIi7qCg0JUjZ1JcaNxL5O33NG|bc1qr8PKvzMT3DjOyNCzdqgNMuYoN7fyWquydXiSGG|14EGtC0XoTA3I3CQKJsHabeG2CbP9dxeVv|3FNeyEzl7g83NWBNevzkqItpxIcNBQczVv|33yPXbn1EVIsukhwmw64h3XhL0XUzHN3vZ|bc1q9VLKMucG1vuYMhyf3GpWxczQkyhcdtmsQi3hbY|3BuJEcRmaLrwliwjYaH6jQGgclRrt3wsFE|3L3q2kWCV0Zz1qsMnizp29lVZO178NsBF5|17slMriZcxYMq5hgqqxBazuGNwx2E7sGUh,25.15646388,2.86839309|3.41948675|1.63326551|1.24704037|0.61989392|2.10479466|1.17574802|0.64975776|0.69139469|10.74445821,0.0022309,P2WPKH,DE,True,FanOut_Dispersal
2026-07-27 17:20:02,221.62.107.101,126.121.172.62,9050,18333,9a0e70ce92355b313a143464a6f9f60f1196d66b6c65d997f28257a13fd3d51c,1UXradDpb59cwAXkshnXkIeLgTHxq1ZAp3|1ZcdA0qNOMhcHxQ2P7hCbMVpQttQQqx7V8|3P7lc1GcTCcCyYqVR5Gql6raqu1kBJR1Ia|bc1qwb2kxIuuZmb98hj1zZiRyeFSPpKWZ3sqt8m6qq|bc1qpChqhvmDMLKigoGubf0ZO5PT0hrCmn0RoRObe6|3pY8WfC3iZljrt12Sb7exnPcXvzqS4rYmO|bc1qp2AfNDxePQJ4mSmCrxk8B65WR2x51d5Z3XOuCa|bc1qclhOONMULHvbHZZ5QVRIslMSODyw0gpCDOUT8m|3slmFmzYvDRCcKKtvHSiWS1sdTXXfc6psV|1O62emOkrCr1utNAUkpVfCo9Lazcocv24Q|3IpdWUkEUmEt43zfiCkiX9ZcvuNf5G01Ee|3BDSjTy0GbcEXmrWgR0zfTHWAeQUZ0euH3|bc1qw1zEdHhdtJ33714qcii9B15ZbVClXCgJm7nTpx,bc1qHYh3Pvnhm7pmvOGMv04nrxZx1kX1LkRcEoBYUo|3sPyyPpiJyW1rcfzqWGVequ1WQMJrrdI5n|bc1q9lsgiYBBnvQRKPy4fUsFohSXcBS9nGHxxkplnN|bc1ql3CXbDTrdKO2oXMjvo2wfTMiLuUCbsEs1LHkcy|14MnxuirU71123MBmIu7MKPiwonfNGqCqs|bc1qANoBgWZBqdkNbuK0TGiG3zQEJhIHFIuDXFaAQy|bc1qt2giaNaajXgWIoPQ9m2pUJUQzb1nV2PLloSI2t|3HLNKX6FIVAhYqwawhQ8tq8azttgsSaQ21|3gzOg4wo7CseejFwdxzE9FlvXEn8f0Aw61|1PwKe9Gdad4akdqQwgHbYypxFScoR9JLMo|3ndwE0ts6gZBI4K2knWqGX5kZUFyUZZplV|3udUIjfiBXOFzKcal65UhqRIsTJc8OLaeh|3fFZljtcHFdUXTMGT9KqJQS1YXuk63xKx9|31m3WZZBKS4ipz9mThdwbYoKVMGGEWyaeV,1.01828875|1.04224244|1.00445611|1.0048066|1.04715777|1.03157586|1.00619303|1.02598449|1.03589892|1.02414838|1.0327093|1.01283763|1.04983605,1|1|1|1|1|1|1|1|1|1|1|1|1|0.33453025,0.00160508,P2WPKH,KI,True,CoinJoin_Mixer
2026-07-27 17:25:11,16.215.81.154,187.206.30.203,443,18333,b649f171b9212f9eb92ed2e68cba434134cdf20b9f25001a575f272419d6deaf,17b6SkWXIIOhyX7MOtQz54UPjmJCkB9aWp|bc1qWcG5rlH5lZ0UplTntxThSdYmc9QHa75LLAKoUU|3cQkFv7McNASY68yW1NoiGB4Fy8I2Kf12B|1twkVhYmKhr1fhWmh16kO5hnAaqUWZp0g0|bc1qje3CosZi8M8rbQgNsnyFveYboAchNvz8H3ECAr|bc1qLd1ZxWsLT1MF26QHjjeb8i7ohKymRq5qWtbIrg|bc1qHIqMQPleqjCDfZakhgdFhKQwba4TAVStYTmrD7|bc1qLDl21NCDRMB9vBHUWyF50lDzm6Dq9UTK14lPUt|3HyHSgqHZjgJbfoASVcu7FGSP5ZcBOa7sH|1dE0Sw1bI0ldzVLryE2jFm1U0rYg33qunm|3wJfoYr2wBGkzCB13x12Uq60ZEsWoHj7Ae|1gnnwtpXvMzO1zqHnKTmgzfvI5zMfs4E9c|bc1qwwq2Q0ClVsALIMyVYpe9jBxjE5Je1Ny6fFJH7f|3NgON2mJzFlzEGDJhQI7yOXA0bksP2Iwca|bc1qk31Tkudh5of434uX7iD0RDVfWT5GimDm6bwRH3|bc1qEX1aZvuMJVuDSnjO8qGiLO68aVrh5T246UudxY|1BCl5NDJYqtnqfbnz0H38M9QPVVpRexMnT|1CcuFfvGJA7r2se1BabNYAd6l0kce6Ab2k|bc1qcNQCff0DqvkjBpbpg8hirfrzLSAfZaRAzfSriG,3Qh3Z7kUC9xBYMLv2Pc8mvdDRrPVl9veSz|bc1qD2e6hLEceDhLyms5mT8bfHb7S2xoeuuhVklJ0A|1HkAeYbvBqSa6nOOusHuFJ8pbQZrQVc9Ra|15j5xnMoe8uzdoHrEc0tGPTpvAvd7vzf6x|bc1qCQTiXLSpH1OL22abaazzCQuOENyjdCgbWziL4j|33lLneXacVD6TxgblkG8CB8yRz3iflG3ja|bc1qQAjrojUKLhhbY67yQ3jTRD9jhJ2fCwQ5D9hfjn|1MOgR0uI3iV1PeCDvEtWFLK8oZIZ6irsgD|1K2QoUMcuv7luX4mBXQS72btkO5pRfKCJE|3z87ea4FjHJXxtt7ieS0ro3DbJglxOjtAP|3zWE4UGou0fSTidypcnIgBXrxM2RB4fY5C|1O0VJapa6kDWwH5jaNDBrFhQxTZxvbQCPz|bc1q4G2LHcC34iZUhAGSLjIeklundDPwYKymUTUBm4|1h6FTn6sNG7iAIWmjFPPYGQaq7F9msEpBL|3I7Y5kWy3hl4qFgTWGWr3nQ95UHm2dazb6|1xuwkfzqVOe621IkvWdtpbns3idMYVEWIv|bc1qLnIQ8kkSfkpihTwZMBexd4lTwZyPlGYRtcK20e|bc1qWK0BOU9CIA32JFRnjidDVpJf1SPB86vwCtP4fN|1iS8pMk13jNKDkW0hdAhuUZPOr7PO4MUOl|13RS6FJNc90Zcfjs4CyCCSt6wNlN1dyKV7,5.05123845|5.02200945|5.01396123|5.03027471|5.02712476|5.00975797|5.04221755|5.02207763|5.04594988|5.04215082|5.0513414|5.01989875|5.01766643|5.039557|5.01570679|5.00501148|5.01027028|5.01303613|5.04577303,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0.52318768,0.00183606,P2WPKH,TG,True,CoinJoin_Mixer
2026-07-27 17:32:44,142.64.210.217,201.156.244.164,60692,18333,66403734e3651c8c7a50c05bdbdb0845ed63385a1f25864d83a8ade98e87cb6f,129NugHfJfzd1nAbvrlc2qY3aON0yKk89I,1M4S6jwok34LiTyFuPSsq9dllorliaU3Lw|3afMXuJ1ReBTdLtTU74mIX22iLSE3GXLlx|30wludkP9EKnCWGlTh0HlXE1md6Fmo1O7v|3TLW1q76F0aedit1uRyMQMTSVCpSd4jIw5|bc1qHDTCBvY8Z4HzD33ZPU92UXAEbzv39PKYtlf7Gm|3GW1DaOycyQrSjq2zcfuVTfbtcRm3fyuHP|3mWXln71OH4ZzwW4xqRoDI1uJFZ28oE0Pz|bc1qnHFwIbJctwyFYkDRbS01tDmyWlIdNk36EGftqR,8.25920061,0.24422064|1.6220303|0.14956572|1.40886136|1.15349749|0.33481172|0.10167653|3.24222611,0.00231074,P2WPKH,BR,True,FanOut_Dispersal
2026-07-27 17:36:22,83.104.35.146,172.213.221.223,50585,18333,d0a3c2d94a58171516c57151322c315e76400903f74c063b23e0e69ff1bd9926,3VX33MIceIPThYlXnBqw0UiO6lmZNgoSvA|bc1qa0MVwAiJigqQwrCQR62YyQ4hH8j17eTf79EUOI|3diVOf473rlDRXeYPxG2AgVY9HsZkYbEHa,bc1q8ih2B46XJhgq9IiKga8Jc4qAGQbAhu8GUycqRW,0.11089784|0.07336873|0.07481003,0.25859691,0.00047969,P2PKH,UA,False,Normal_P2P
2026-07-27 17:43:44,5.159.112.183,48.50.248.98,54553,18333,2eed7e22c7218a5b5639fac1bfda5cf745f6eaf460b28d51f9e031c0aff25f71,bc1qBru2YY39mGmUVUiw9z06UJ1IoxfFWEjijOv8o6,3nfzUbKRQCQuLGcNAJLyN6XaU9m2iGvoZ8|1njWba8sBMaPCjUfIIbxT2RyoBTami5KPc|bc1qHvTjwlxHMg51F4jGEnVfPhTWr8L806GIG6ujpF|380CwFWFPVW1ZcmaC11AynnMjvgPwNvJxj|bc1qnKmRD6KAKf78qIJdymeWA5q52ffRn1ZYWzM028|3I5G1KYddCGhDgdC470p3uYKI4P4DZcwZS|bc1qY3HOuqOyK6Mvr1W2RcZA9zvIUSuqh9KNP3aUQr|38o5FrwNUpprqRVvgRYw15xg1eWSeAzP7q|bc1qvZHqxmPl7dMRspU5JW8a0zBhYsv55VF0AsULPF|3g2taSxlgM0nMVfEfZ6kRaY1cbDxyeChC8|3y72BpTqpONgkQTiT2xhUrvcDPweM1cyTd|3h0mNAlaqsTFPtj3XgIffzcLwuEbkSeWDp|bc1qaSvFsJJLylHMbZfCkaHbIHHCrvKc7KONa6ITEv|1zA2VUiJe0YiDwD8jhWmksJbaQwqEwJDfL,14.17488,1.75976683|0.7483121|0.40146658|1.18115476|1.22106588|0.485334|0.95985471|0.78197332|0.05725279|0.19008194|0.75421426|0.17192698|0.22052705|5.23912776,0.00282104,P2WPKH,SB,True,FanOut_Dispersal
2026-07-27 18:02:02,83.74.116.106,24.45.55.63,8332,18332,0a28b75a181c20ba31a2ae7cefbbd6796613acc4400e2567f3e43f8d456ad955,12TKFv5wXR9j3GZsHYS5iuzKIFl7jgbLBf,1H8uwfHIOoZrmvm2Tks1eSdSvSTUrk6prp,0.31588444,0.28350079,0.03238365,P2WPKH,CL,True,Fee_Spike
2026-07-27 18:07:55,37.132.141.242,111.168.156.190,3128,8333,65fd9dfa17662c9cd50779b6ca6da42e2a127494cbb45ffa8999d568a4864b21,1parD5V9J6IpBWqJABNpMGZHq00DTFnkfc|3IHH10WiIZ33YOEz6QJHeTAagTn7sMZkvr|bc1qRiLPrphC7qgOFUJDFcdylpXDdBprAjK8TshOjJ|3pYicu8Ho02tXJ5zI4XmcaYn98HPdom6bn|bc1qVWfjoupXyJJLPIqa6bX2Uc18ks0ZsKLfDCSRlQ|3XpWG7CxW4vDpiq1DrGB2VPtBb6F64Hqnt|bc1q7F5GliryvJwawiLi3ZjKiXOodDLLkdoNMmZn6j|bc1qbCzLrCYj48zKEkiJ0rIaEvUSwjTReAq2HbbG5L|1rjO7r3DvwfgyAL1CzJmAgC1jNgwWnYHP0|1juq3zbP6Wq49Ln5JeLsMcbV4RIWhuPQK7|bc1q9IKlmt1VkNR0uO0lRyNUi2HYR35Au11OOYgvF6|14mjPKTNO0d6rrpMMi0AX9qURzEl5tG0Du|3geaxOcs9ks8CjYNwAYSDdfNec9H43rZ5b,37vEIXKtHQ4mLvJCu98TeIlrbRVAan9GZN|1O5LSwgasr38lyfD1G4D8laO3TXNsHwYgy|bc1qMBoF6fh6o9IlBD9XBoyTyRDIGa3QtC94ERlNGV|bc1qvMCtKL0ucIDNW342LfMUIZplZrCE1fGXK4rWHb|17MzXYfTVz3hiIBXoTPn057bIZFCSS9zAK|1KMhJIAsG7WhWLE8fSyUICmwcbaRkhTuKN|bc1qaz33FnplsBXS8T6VZH5PsL5rlYOW6Dp9YB55FI|1zPGPCccBsvYbC3gACWIsh66S1SpJefr8t|11Fj6zBhyinqU3rIN5yAWOKepEDiSuWTvZ|1aqICWt4ScUEzdMWQqRYlTKjuQz1ysPAlm|3HrZG40uESNx8cGw03oHqvIhzPWCKiiaJK|1hIgwV6OfQYVdZJGSkN37FVsQq1L5sDz3N|bc1qf3lGE3oCJv9pNBUtYuKcdfMk9HvaQWCwEXpx6G|3HMlGQCllxJcWCNGnwYPvbDwV3tJdvJFNX,5.02861169|5.00206362|5.01894991|5.02802088|5.04130181|5.03193615|5.0138533|5.02467572|5.04173932|5.02422521|5.02971824|5.04551105|5.04605755,5|5|5|5|5|5|5|5|5|5|5|5|5|0.37612756,0.00053689,P2WPKH,NE,True,CoinJoin_Mixer
2026-07-27 18:11:22,121.14.250.176,208.69.85.187,3128,8333,01252bd1a601492183e0462e90972ddae6a7a3de2e4fa0748151dfb6f3565d10,bc1q0sdYdGou9Bb6lt113AzCJPzxLcJpuj2WgTniea,bc1q2Awz9ZThF9WT5VniLLvNI0zhgQpYrT4GJx3Aw8|bc1qQqb5Eck6JlTUnE7T1eUV87fCDKl68lRDsUOKR7,18.77151499,0.07344673|18.69776691,0.00030135,P2WPKH,UZ,True,Peel_Chain
2026-07-27 18:14:50,206.147.247.103,141.173.72.166,3128,18332,87d1dbb93fff62184e6385e152026107d0e80cead536ffb5d7db353fa4401745,1GTWMOAPwWHirTIULkgDWlOVfyd2nMlAbQ,1hOR8Rlikk0qQGXSYdPpTAta3gXrkVI0j9|1bQpZwRtzR6hTAeu9aXrtvMMelctNsufNd,13.75264088,0.05643979|13.69594525,0.00025584,P2PKH,LK,True,Peel_Chain
2026-07-27 20:12:04,219.148.76.25,113.177.157.139,61812,18333,db034e6594860088c252df427bb8ad59ab3d8702bad506f88bbda5516f280f0b,bc1qdDL0erDw8ZzwdZEbT1WzkqoHOq6ufKUQLZKidz,3jd3ifEvcxZiCyXNpShkNLSZHUxZapyGIE|3hGoAheZ2pQhZpsQeaPZtJyBWzoHfrtS05|11IQU8qoWfdR1Mc8n6fQBcMsWwroH3f3w8|3tnR1K4z96an72vZIA1qG3GWRTwP5j5sDN|1izkOFkKuufVRZxS2qZaQyLC5fL7jZ8egA|bc1q2ZlQTxyhKKaRo9YPCT7D0V7Lka2WzOgPIDvk1E|1BHw4K0qhx4RhiIzWRtKacMnw6sfnrhgoy|1Yj9Ym5b7D0la5Ec4Qpiy7QVIHKWvJfdyX|1A2Dcm9HIivHQcXfDtycpOfdbiflqnBtJ6|3FXAFDo8DB1rluLEGAWidZuxiiyG97lnf9|bc1q9z4O6RW3iE83VXVkRpgl9X42LXidNS1mg2sxsy|3NETr2s9O8Lf0zOEqappBN0o6VxrnNAsTx,5.6228636,0.07265164|0.8867839|0.26501251|0.4333902|0.47320905|0.55623994|0.34293087|0.41659514|0.07637711|0.31301004|0.02012791|1.76298811,0.00354718,P2WPKH,TZ,True,FanOut_Dispersal
2026-07-27 20:47:15,137.87.32.177,108.48.84.163,8332,18333,e1bbb613a856b0b26e40a0ab22e2d782ee23a4cc3f8cb5580efa8dc160bae0ea,1NDyJtNTjmwk5xPNhjgAMu4HDHigtobu1s,bc1q20xttY2zSPuAISf3vCWucdfvrKtkDx1Ltc7fhY,224.8982839,224.8976874,0.0005965,P2WPKH,PG,False,Whitelisted_Institutional
2026-07-27 20:47:29,113.224.208.43,86.112.188.84,1080,8332,8eb43f896970e195dbdbf95f26cfa0f40bae8a0f82afe90ca7eb65a8453bedfe,11zq625jVs749eTY2afPS7jS7kX0Bi6yVo,1nwP5SMJLS3ULyMA9RLjgrmQO8nOX5An7g|1qaQTaWRFUkhwGN4O7J4wGsYYpZZ1wdBYz,44.5490779,0.06882761|44.47979849,0.0004518,P2PKH,VA,True,Peel_Chain
2026-07-27 21:31:17,143.121.153.254,200.199.154.153,55015,8333,463ef1cd540706ec906c684c1317f51383c07673c79ce162b221473401ef800a,bc1qXsATR9kukSuSZNUHCh050oLj5GLoENIc3XwATH|3E9LzkWyopqivV4xwKmoSryvGgV2ByMLKq|1xAvIkph8XCM3s95qHOEIY3nQLtRV1L0Uh,1EYFG4aIsuGV3HdCjBWediuLe23FLgOXPE,0.4224817|0.50546511|0.68201446,1.60977617,0.0001851,P2SH,GD,False,Normal_P2P
