timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,is_labeled_suspicious,attack_type,chain_id,chain_hop,remaining_balance,change_address,peel_amount,peel_destination_type
2026-07-28 04:55:32,174.75.251.48,152.7.128.132,18333,18332,d9a8fab9822778e7e9128cd29f57a542058c3ad03eb4b6171df31a9e47b240d1,1F33GRGAX5WmhFFMTPQ9j688IHw1lKLFgR,1F2PoolMiningXyz,306.80063785,306.80018958,0.00044827,P2WPKH,BO,False,Whitelisted_Institutional,,,,,,
2026-07-28 05:08:09,131.133.150.196,181.158.228.40,53558,8333,008d0665bd6e687d65d4e468a8d91561a2f80ec16be4f50583a8cd95653b24a0,bc1qPXTEu6Ydjd1Kl9SWbdzHXanYFukgpDtY5104ix|1njhzatUPx1ecINMYLlW9sLVbbsxewi3j0,3Jg2VwJ2hJau0dtSEUjjdMGXy5O11BdaqV,0.32660992|0.38484854,0.7112667,0.00019176,P2WPKH,KN,False,Normal_P2P,,,,,,
2026-07-28 05:19:33,56.198.88.166,223.49.194.235,8332,18332,ecebbeacfec65f578fbba40c9c874da517ea0b576535aa20e266abe1e8cd2951,145BAOCPcYHIWYvelKHSInRfFApswQNWb2,bc1qF2PoolReward,367.92355615,367.92345205,0.0001041,P2WPKH,GW,False,Whitelisted_Institutional,,,,,,
2026-07-28 05:33:28,89.163.33.230,178.176.115.115,52349,8332,a83c4200c74742e252bfa2dce9b3c2082da2c7fab15461d9230caf7c6122135a,bc1qv33YyyKYDtEbDLTks5qLHB3JxcyrQuIb3v5vUz,3sN9Z8B9ubsyW3vJ695IMz0NUmmaHOv1hC,1.66716875,1.66679887,0.00036988,P2WPKH,IL,False,Normal_P2P,,,,,,
2026-07-28 05:43:52,121.14.250.176,208.69.85.187,61578,8333,01252bd1a601492183e0462e90972ddae6a7a3de2e4fa0748151dfb6f3565d10,3spoyArgY4rLv2CvpYAQXQtavKlm9TtAVh|1RYbH7gYliGcpf3MEcyffjw0SIxhE0cF5F|1TL3fghHR7XLSdOFErwL3xRI8U0K2PHGlV,3X4alfXZESovUHCMvi3TSvmzKFG3IP10R1,0.24235816|0.25849547|0.43423292,0.93459823,0.00048832,P2PKH,UZ,False,Normal_P2P,,,,,,
2026-07-28 07:13:57,87.106.53.180,206.46.34.209,51048,8332,bfb9408686553cadecbb959395a6f3467fa7920170cdf231feb631efb0dd9cbf,1Nn5qJztGQ5EM47pEsRfAyfHUoMrsLmyos,3bSNKuAkRctqWxB4n1lGiV04yyqpgB1p5C,0.11702613,0.11660338,0.00042275,P2SH,IE,False,Normal_P2P,,,,,,
2026-07-28 07:37:22,49.14.199.67,193.28.160.15,58965,8332,82afef77080e6f7ad4ed082d4d3c048adff460a8dd1927f5f0c9f008509fd07e,145OgPTqPgVeFBu4lNTS39nRPME2Djhxr3|1Y8tv7wCUi3PFL5EtvYgSLZmEtgIhP4kbQ,32SvRyTWwiEl3YtmuDIQhkYasxSnFGJSUB,0.16522014|0.37088701,0.53601797,8.918e-05,P2PKH,GN,False,Normal_P2P,,,,,,
2026-07-28 08:47:56,190.40.2.52,70.110.5.63,53376,18333,1c8a5a6effdff58b2b24536346821df5aade1ed4e7303edd88bbdb2971c6e618,bc1qauFNbbCjbRuynFAAkYWqGro0aovA6zaT9EV5Nu,3OL4EVIf6fja8wy6dtesgKIRt7wSm5g5p7,1.24659833,1.24637941,0.00021892,P2PKH,CM,False,Normal_P2P,,,,,,
2026-07-28 09:19:49,151.89.105.16,101.107.68.129,58105,18332,359413d44cbe6faaa20c5f549461160776a4524b0d38d83b83af216a680f1693,3oIxlKxVspeqxWjywf6BVgfAIFgfILW1az,bc1qoguDQi78jO2DOUrrdVOoT0c5zZ5cZWlU2rcsL5|3r9HE60DlgkCplTXJUk13ZFfPliupqoU7s|bc1qJqwoPCjQ53VQN6wn7DC9xR4UXZVQKWGGw4gZ3m|bc1qjuGhmKfFYCFCdCYSyYUJcvd95e5bzVV8OA9x14|3e72i1h9yh8ZU8CSAxoCjl2VbOM63oeKBP|1pcBHUWi9o4JJVYo29GzrIKTkQIcvNxGRz|3xUD0sRX4I8IipmO50fSlqPL2lVSID1u7a|17h9DpLm4IWxHwqFEg8D04wzInjq5Jzjux|1EOQpY7NEkXkSE4HNdc06PVz0oRaFxMPMD|3aGzbSHrFRA6l4GoMpvXe7CpRsZe9ObzxD|bc1qakEAWJ1fGcn13Dce53Ic5t7KUSyekoZy3uUi9S,19.67076246,1.79140662|3.16699917|0.14456363|1.1581175|2.04465278|0.7043273|1.49052559|1.59174201|0.54707675|0.98888325|6.04049803,0.00196983,P2WPKH,ME,True,FanOut_Dispersal,,,,,,
2026-07-28 10:49:00,200.229.231.87,148.121.209.57,60663,8333,88489dda40d5ae0df22a9b1d9c2b21e6693318f9d8b810f922ba55de5fe7cf05,1oIA8KRIaliqgnjfL24Ut6iNEaaMasBgrh,3GS0Ad6R8qxY53cvlJmCJFoYzh9LJ8TReD,1.88067705,1.88022374,0.00045331,P2SH,BO,False,Normal_P2P,,,,,,
2026-07-28 12:20:35,165.77.19.50,146.209.187.204,61797,18333,f6fd106ffce608f9b3fb3664e56251a8e0c5695e7a079a02da98ca1fbc2223b2,bc1qiCyXNpShkNLSZHUxZapyGIErgwupo9y9kVMBVy|bc1qeaPZtJyBWzoHfrtS0561IQU8qoWfdR1Mc8n6fQ|3naDz9iGslOftbytnR1K4z96an72vZIA1q,bc1q3r2aFR4iZHkFsXln26MNtMNf7r3bG62UdVaDrR,0.46247333|0.24829562|1.15835576,1.86880762,0.00031709,P2PKH,CL,False,Normal_P2P,,,,,,
2026-07-28 12:53:22,170.249.183.86,188.32.174.45,9150,8333,8daccd5f45a5a49f5953cd8c003c8b8b4bd1dc0e09f0817009f80a554515c0e8,3NDAN6q84kczpAlppcsfQApS1ipfJJGPOX|3xgn2HdfqlllI1DASm0PQcrmHac8XMeZcw|1LGv3OZsZzMb0DRvMfhrt8Yc6aETUwnAaU|1gICv6Zg9oZcpLBpfzzycny48vbVpuuA63|bc1qpNDdCta3wU0QBEAaCeelRfx1LY8wXJoRoNwGTR|11zDdBsjgGbqyqUWMQTJiceW4usFWgLlyw|1nzVaDVRlRdJHrz9o5cOfCZUBglR2k3Znn|bc1qYUfN0xGCLxvf7oQIbR8QS3KWLHpOEn3rEGSpsx|bc1qSN51Z8um0CP091aqlaHOAOSBKYzV8ZOWYeIF1T|192WBaOK0aIOd29Ezkb5XPGCEEdrKixi7g|3AOT4sbEmtKyXQ9YjvY08wo5Z5PXTWLvdw|3CqYGNlHITEEF6rBo1MMQuInoxJDhvV0Ld,33AJjYgfAKlwQneVDntyiXSDouuAkiPW7p|bc1qhljKPmUho8XinBCA4apOQYBZNduDOSWICm4PnN|1vFReuv1i8jMFTlK0Bvz2pmgH3X8YHuyVo|bc1qNqXdSajEUDMv0j5a0XF2ML6Nnj0MpB7ntFNguE|1swdf8z02klZuuzk47ZvpyRkPJaZfBPox4|bc1q5ZqQSddX5G9dJVgliqVfk4kNEyxcLBPfT4qlPA|3TaG8L5uAVthOgxDkduTslfKhQOjKLFrrU|1Y7QyJlh0zj4ZYbB3jMFstMF7ywseHC6Lp|3CP674tqNh4tXSIbflG2nwZHk7rH58TjTT|3y6DfpWaipZUpoAXYDbVMTONOKHN4AyDdH|3EicOlsQbZR2weQYUSE4rC8vlv2BY9Kml9|3U7RoIRnOXk5J4O8MWCOFD84rOo4COeMwo|3DaI43JOLXyWCFRzVo5Y4wLZITrk3Kum0l,0.13599112|0.13165357|0.13563684|0.13447743|0.11820688|0.11789881|0.12549958|0.10538259|0.10292319|0.12558306|0.14446722|0.13470483,0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.31083692,0.0015882,P2WPKH,SA,True,CoinJoin_Mixer,,,,,,
2026-07-28 14:39:59,152.85.9.217,23.192.19.1,59351,18333,fc06dd119c4e2a0e485d47588d1c49e16448896682fb5a4652ecf4f006912a5b,3yZh1jMqOJXN3y2guFaABd5VTwQL8tPZyj,bc1qGnw0rH4yMeSz76Rr9eoJcLNUcyCniq7nfp7G2D,0.18407885,0.18377392,0.00030493,P2WPKH,ME,False,Normal_P2P,,,,,,
2026-07-28 15:15:46,14.27.107.183,194.108.246.245,8333,8332,42378b182b047f5e843072aa4141a3b1eff586c0285523cf355b223a0d73c04b,1J7eTG1UrGGLpNPPQHJM4HaC4Juv8skRLs,bc1qqNJJOsTbEheWpMrpTL4TOwkWolGc97KYZUzxOT,0.29241265,0.26784548,0.02456717,P2PKH,KG,True,Fee_Spike,,,,,,
2026-07-28 19:58:39,17.216.14.39,221.84.8.77,8332,18333,c887ef4b204cee82d85b7c16507d20d83baf3a86bdc936d6e49540147d18c59b,3jBkZV4HFV2wMYadICsCbreoE8j0XqU5ou,3CoinbaseCold123,453.00124893,453.00094432,0.00030461,P2WPKH,CR,False,Whitelisted_Institutional,,,,,,
2026-07-28 23:16:39,160.132.163.196,46.35.37.212,49731,18333,2f148ce7ff34fa4d3fcd6a7a2444c86524839c88b513517b0c31644afcbb22da,1yhsf8CC8pCmg4KN46CcmY84anIUMIVKSP|38TyNvu9KYuUqDtdbxNu3Q4pVVxn90atvO|1Gjt1MF7F4T1erzQzzpZrO5gKeVx1ME8t4,3TmaU3PbMhtvtjpKIghuEa8lqrj3yRtE9l,0.34707445|0.08812286|1.48308567,1.91821429,6.869e-05,P2PKH,CA,False,Normal_P2P,,,,,,
2026-07-28 23:29:33,190.250.67.192,208.94.13.114,58690,18332,f35b03ca090bb14977192f93aa2d38386fc2ef820e474cb29a34577a0ce94d21,32Vrks4Q4COfFlK3HyubC332fuOSkTfRNf,3pSOZneMGXMRqOGqleigCCREtj8b8rhBaf|1EvtX9CXu07dWeDl0YZhVpVBTcCVG8DQtu|bc1qTUIhDswdP8oAaXKyp8KQQjVpEQu8VdwjHgEtIN|3XBlQwi3EBsRllvTrZ4IejsqwaNxlb1WoS|bc1q7YlQVjrztfOc6lbglbNyEMKdnSa5O5ZDNwU3YX|1Zqces67gSGlGpMlUzgNwCP2klyuj9Bvt9|30zNZuoHxIUwC7acrbi3a9ntV6Y4FJJfCj|3wKoYfy4TSXkZQJ4KsTJedVvYz11oOLaWx|3GtJuRjP98UJfAWjuDUHqyARVDmyJI9Gpq|3u5fPAvtKbs9M9BjcYmxU0gd651YaRgBbm|bc1qnHUIM9RPx4GpdmRqC6eOP4wgs2x8FS4ELfm7IS|1pGuyjvvMo8FYM23YbIrj3Ofx7LMooj84u|bc1qiOKQmiQ34A4VOJjeHSl0jbt87sUYNTjlib9MLL|bc1qoQwQDFLSx0EilbVaqzU9Ue591EuCpzcTxtLUKG,9.71427448,1.21492851|0.95517601|0.56126612|0.45076284|0.77137318|0.03583704|0.81380195|0.36406223|0.25732994|0.45031579|0.30597416|0.26067941|0.29481363|2.97342502,0.00452865,P2WPKH,CI,True,FanOut_Dispersal,,,,,,
2026-07-29 00:42:04,179.246.196.53,219.235.63.105,53202,18333,0d5c22c2e86f67b7566f518d5471ceb24a056d228f64b9773e32e9f80ecb4911,1UbjODtEiq70IlxSEC1Ihep8BoSm3OU9cc|1LL75GQDMbmzbCByq7dkyvXkaqFrNeTdGj,1IHsD17em5e8vfDOc7Nk9bFZWYgjV4hVTi,0.39729072|1.25307425,1.65011847,0.0002465,P2PKH,PE,False,Normal_P2P,,,,,,
2026-07-29 03:51:12,199.148.53.3,70.222.3.183,62524,8332,e8f8dac4436ce21acabc402c8dde85a9cbf5839b554979c9c088c0f4f2cc2be1,3WjhcZVnygxySQMUne9ZLNQGaknNulByQw|3cFuH2L166V1xdoWDG7JrNH3V0yjyUcNKd|bc1qNgJJb4XEEd7FfokJm7XCdiEiotRiZBNWinpRGI,3VWQsekrihZf0ZuOt5UaPURbQyH2EpDQ0E,0.03578208|0.18434317|0.50964994,0.72954878,0.00022641,P2PKH,LT,False,Normal_P2P,,,,,,
2026-07-29 08:30:42,220.190.215.74,107.216.249.95,59307,8332,ac5c11cbf8b19e972c2661543c17d7826d42893bfc23511075c46c9eec261cc2,3WKwlqgHIqJfFmWcGDVyLpxIrftEqP3PV7|bc1qSbymi40A5b6vUQ6Hz0uIzCn0b51gPktAwrL71s|3QgQeKFQDziZ2HNF4EbKakoLbB9jE7hl4E,37USgiJ4MU96Feq4BChmQMmdXiTCU2gGJJ,0.51809148|0.5104515|0.52802817,1.55608937,0.00048178,P2WPKH,MW,False,Normal_P2P,,,,,,
2026-07-29 10:13:55,170.47.24.65,164.177.162.105,52349,18332,8def98a6abbdab0199fa812c7bf02ffc8a4c052178b1ffcada8c924115990337,bc1qHKzoNbHO3qIcsPDT3z3aGcQ63FMUPr6XlGkemQ,15YCVAmqmffBijTG9saoWNWoJOyEplDI8I,0.84112999,0.8409426,0.00018739,P2PKH,NR,False,Normal_P2P,,,,,,
2026-07-29 11:18:16,16.215.81.154,187.206.30.203,53439,8332,b649f171b9212f9eb92ed2e68cba434134cdf20b9f25001a575f272419d6deaf,3UXBoncXAF2J9CVzk1LolAf97kzue3h8gu|36Z52f98InO0N4du4nr9SDtWf59XnhezRn,3l0T2vQWq50orjvY1Kp6CdxOmc9jA8SFCf,0.46707116|0.72449865,1.19151574,5.407e-05,P2PKH,TG,False,Normal_P2P,,,,,,
2026-07-29 12:43:44,15.7.61.8,55.37.7.60,49815,18332,37d350f248e849518a2ac3f4e6ec3b4e37bd34edcaeabafbc668d1ce69fe78f2,3cxxUweoOgKUivuNZQ8DliS6cmX2ttyYDc,1qV5vliOeT8fGxCjtu6K2jUdfBALznFvgQ|bc1qEPcyLasnipuaUkxRFZXe1cb51JJRzhbuXMZ5f0|1Bye1UnWeNGmWv7OjgpkjVe6MCIJQ2N9u8|3jeBsrdFtCdZe11MFCIX3BYOtDjdg3vSFk|1R9GLw4yWQdNuuIxp07LjfP4tOPhRfINuh|bc1qZTQGOAwwln6Eoie0gVZ2cuVixkZVYkBzPoBrUB|bc1qo7W4mQJBVWFzkmL2dDx5SFhfjBFZf4Y25zyxxf|1b50OXirZRiRBaepZITGgrscAXCg4KbFpi,21.4457807,2.30150658|2.94232593|0.9749348|1.5859605|2.26538983|0.24431249|2.71141099|8.4161657,0.00377388,P2WPKH,MA,True,FanOut_Dispersal,,,,,,
2026-07-29 14:27:54,2.103.106.9,165.128.124.247,18332,18333,c1633173c4914012031adf3b4881d6e2d1575d6f99e151d35badda4ec5db3d49,bc1qKrakenSweepXyz,3PvahcHunNQ1qFjMp3WWq1Q4F6DDk6mXCA,50.48010605,50.47998835,0.0001177,P2WPKH,IN,False,Whitelisted_Institutional,,,,,,
2026-07-29 16:28:27,132.60.111.32,6.132.117.214,59564,18333,f2a8ddd56bf88edbf5630a15453210b9044ba9b7f8405fb1c9c590aec0cb163e,1GWjHzv2Pus6MDIUOhvoN4pc2xXhpSbGVF,bc1qVEVfMNz7xcmxatZlPMpQvhxKkZssTKu39v3wl6|3bn9nbFhSXxNVMKcgZchBhpRmQaAgGMRz3|bc1qShhgmmqGmRscEm5uaP4ZPjfFSgpo9sCgkcsXtT|103aiOu37qTxvhyCZQDA2kiT80g4DJBLWL|bc1q2T3DE3BdOa1GUSn72GQMATDPNjZ3Ma5FDEkUtu|3dnNzoCXB1BhEOgzIafLMsFmP6wdnCIMDO|bc1qCgOawNXHxg3EYUzpmh0nZluUcNPh3CKF7aTIAK|bc1qW4QkYgOLt2zLQpyvsXiL2F0HtTInnSQ5iS8lHN|bc1qhvDJPzU0r0YGbjPmUjrp0QsUcYg1T1UIoWXrP5|3zWQ7dUm11BnNRwKTmSlB8e7Thcrqj0aC6,5.11783754,0.04182522|0.94242812|0.49360415|0.5631244|0.38494531|0.45373518|0.13538016|0.33208226|0.19505455|1.57356408,0.00209411,P2WPKH,SB,True,FanOut_Dispersal,,,,,,
2026-07-29 17:41:44,201.246.94.176,150.138.13.236,53287,18332,dc026a37fdf89010e90679635e1d9dfc44c98ed35dd6b3f121eb97ff35af4c2e,1O7X2WUKGTIiznnKAxTGQGNVtr7ZrCtQXl|36UKm2OLbepAFQSuqXjnpQCP6qgZu7Hznq|1pI28yhFCU6SFcajX8WLERGCSeJS48QJZJ,1EH6yS1R3KLSJT66MYE4J96RG2gUziaUfu,0.11379979|0.21182167|0.55718585,0.8824348,0.00037251,P2WPKH,WS,False,Normal_P2P,,,,,,
2026-07-29 17:51:24,118.87.224.28,220.91.121.10,60340,18333,9462185de4ec2e995d8536137476220233db669b6ee8034d73a7cc60407ab5f5,1hdPvmEDGd3oV5IlwCEchooa5l6JYqV4e5|1egfzosHWsiOmw2b2M9NOtJpwxv1RAfyz4,1uUskFNn2QZFtlSBLnp0wBtoNvhLaQs7ri,0.06652563|0.14591452,0.21201636,0.00042379,P2WPKH,MR,False,Normal_P2P,,,,,,
2026-07-29 19:21:12,106.241.43.21,215.54.5.197,58697,18332,b21956e2dead91cded358b9e907496c5fb9cc0f1bd1eebd12818f23590579001,bc1qgiv9rIpCnm4bsgmQwnR74r2vFPBvwi7qTFI84Y,1i3QVEauDmRKDhpQGxXxzm4nLzlGpHCtbP,0.52355318,0.5231598,0.00039338,P2PKH,KN,False,Normal_P2P,,,,,,
2026-07-29 19:43:39,166.196.89.111,217.52.66.149,61780,8333,7dcabc1ff1bb5704bfacc2e6fa841d065382f1a0ffd577822b42d2d9c947e87e,3Dxd71PO9qfUUqE1kOC2umzZk6Y8rPV8Ya|bc1qV32fK4tyo1PEehYFhvSQl7eL6Vi0ivHeBXD5fz,bc1qEjq4wGY82BaKn9rFTXDn0gZJ0zzNb6DwuddYEw,0.09205749|0.18161867,0.27322659,0.00044957,P2WPKH,MH,False,Normal_P2P,,,,,,
2026-07-29 21:05:38,129.218.73.96,76.216.181.29,63913,8333,60b3d7772336d73e61cc71978e5ab8a3f2e570ff7fc67eba9d38b0acbf81d6dd,3AosFgO1WfhT2ftHy3GoQ3a9MGt0oDczXK|1FYNE2tAXYvOzp5Q5WKTisgCVL7hGS1uIk|bc1qx5WQs8Y6cR1wW8YqLrNRVSgaaMHCNxQvMtgEK1,bc1qx8x71LeGVSlqTRWlWur9cvsMEEd6HETzbCVK1w,0.70139238|0.22396952|0.49754824,1.42243058,0.00047956,P2SH,HU,False,Normal_P2P,,,,,,
2026-07-29 22:20:26,42.208.165.101,102.38.66.153,54751,18332,292dc6b24ac65f3d0443dce638c4d9dd018c0ae5bff49020de9756250be98e59,bc1qap2UwGIkrAo4keMpc2e1OoJnNf3O4PRRcNjEFv,3gn1cB8599jghbBoTCox7GrpjRs7qhAbKF,0.70506559,0.70468977,0.00037582,P2PKH,DZ,False,Normal_P2P,,,,,,
2026-07-30 02:50:10,200.67.126.101,152.189.119.202,63039,8332,d9a83dab93cd140514ead64d0e824e0190b9c15556f9dae824661bfd2de8aa88,3ZiT8MB0wV6V2YN13o8BQCtf13QpK3UVG9|13n4rMpTFDQ5EQ5Y4nPBy3Rf65DXE4MGFs|bc1qMSM2CKfsLC70zOL5K4knSXfHO1W46VP7y1HOLG,1bo66uN924qfUcBz09nu0rxBp9UzQ9HW6Q,0.20058457|0.60709067|0.79802769,1.6052768,0.00042613,P2PKH,RS,False,Normal_P2P,,,,,,
2026-07-30 05:26:46,220.137.57.109,183.168.174.157,18333,8333,0d74197df26454bb7f5b4d91bc0af4bcd12532b2d86951f19d0b532c14e2b0b9,bc1qKrakenSweepXyz,1WikoeCOKSVVU7gdwr1yMfU0D0IH4jWNJm,447.80796194,447.80728315,0.00067879,P2WPKH,CG,False,Whitelisted_Institutional,,,,,,
2026-07-30 10:07:48,206.101.248.152,165.228.203.40,57654,8333,6bff582b159f7a5f19f6eeb9745b3d9943ea30fb3eddb78955d39d325420930a,3FsXCUPqJePP26AN9yfl9DNOqLbwngFqwk,bc1qnsLAuuGj7ndYsyvAzTwVfq4Qo5qtEJxTWFjP0g,1.02924157,1.02917596,6.561e-05,P2SH,CG,False,Normal_P2P,,,,,,
2026-07-30 10:59:16,93.47.67.36,158.236.209.30,52722,8333,b918b9337b9a60529b7a7d33699a4654ef4580d6105fc67d9bac9ff0a5026c22,bc1qikgP1UJdbpmTSUhJNiSt3Fh8Etkgq6MyfQfZKn|17aLFsPl15HX51N0SMsRMJ6W1EoPKO0Ugr,1TYQ9es6a5s8YGYzPxjMNMlkEAwOP8Li9T,0.00264567|0.01136054,0.01361727,0.00038894,P2PKH,AM,False,Normal_P2P,,,,,,
2026-07-30 13:49:59,103.33.174.218,149.167.206.172,50196,18332,9ad0af9e46dbd4cf9f646c66188fb4968bea79f611594bf97f05d7317d3094ef,bc1qB0UhiLfhGnF49zBXe6mm0VCrpoi8UPAlXvpEOd|bc1q2tUAVgngkfuHmkfT6roulraD9zNFusUAtRHh01,3n8OghuuHEDY3vneetPxHPuzIAUHWs2etk,0.34876772|0.5875047,0.9360595,0.00021292,P2WPKH,BF,False,Normal_P2P,,,,,,
